"","workorderid","date","description","address","details","address1"
"764","1355630","7/6/2024","WATER MAIN BREAK","7820 WESTMORELAND AVE","yes","7820 WESTMORELAND AVE, baltimore"
"765","1355667","7/6/2024","WATER MAIN BREAK","1113 CONCORDIA DR","yes","1113 CONCORDIA DR, baltimore"
"766","1355673","7/7/2024","WATER MAIN BREAK","2805 MAYFIELD AVE","yes","2805 MAYFIELD AVE, baltimore"
"767","1355769","7/8/2024","WATER MAIN BREAK","2666 KENNEDY AVE","yes","2666 KENNEDY AVE, baltimore"
"768","1355902","7/8/2024","WATER MAIN BREAK","405 ESSEXWOOD CT","yes","405 ESSEXWOOD CT, baltimore"
"769","1355968","7/8/2024","WATER MAIN BREAK","1343 POPLAR AVE","yes","1343 POPLAR AVE, baltimore"
"770","1355976","7/8/2024","WATER JOINT LEAK","8821 MEADOW HEIGHTS RD","yes","8821 MEADOW HEIGHTS RD, baltimore"
"771","1356025","7/8/2024","WATER JOINT LEAK","243 CEDARMERE CIR","yes","243 CEDARMERE CIR, baltimore"
"772","1356026","7/8/2024","WATER JOINT LEAK","243 CEDARMERE CIR","yes","243 CEDARMERE CIR, baltimore"
"773","1356069","7/9/2024","WATER MAIN BREAK","2707 LIBERTY HEIGHTS AVE","yes","2707 LIBERTY HEIGHTS AVE, baltimore"
"774","1356091","7/9/2024","WATER MAIN BREAK","120 WEST HENRIETTA ST","yes","120 WEST HENRIETTA ST, baltimore"
"775","1356196","7/9/2024","WATER JOINT LEAK","1050 MAIDEN CHOICE LN BALTIMORE","yes","1050 MAIDEN CHOICE LN BALTIMORE, baltimore"
"776","1356461","7/10/2024","WATER MAIN BREAK","518 NORTH MOUNT ST","yes","518 NORTH MOUNT ST, baltimore"
"777","1356474","7/10/2024","WATER JOINT LEAK","6 SPARROW HILL CT","yes","6 SPARROW HILL CT, baltimore"
"778","1356564","7/10/2024","WATER JOINT LEAK","5218 KENWOOD AVE","yes","5218 KENWOOD AVE, baltimore"
"779","1356578","7/10/2024","WATER JOINT LEAK","505 EDGEVALE RD","yes","505 EDGEVALE RD, baltimore"
"780","1356649","7/10/2024","WATER MAIN BREAK","1142 SHIELDS PL","yes","1142 SHIELDS PL, baltimore"
"781","1356689","7/10/2024","WATER JOINT LEAK","7330 HARFORD RD","yes","7330 HARFORD RD, baltimore"
"782","1356696","7/10/2024","WATER MAIN BREAK","5218 KENWOOD AVE","yes","5218 KENWOOD AVE, baltimore"
"783","1356902","7/11/2024","WATER MAIN BREAK","2666 KENNEDY AVE","yes","2666 KENNEDY AVE, baltimore"
"784","1356914","7/11/2024","WATER JOINT LEAK","2340 RUTH AVE","yes","2340 RUTH AVE, baltimore"
"785","1357034","7/12/2024","WATER MAIN BREAK","1400 BLK EAST OLIVER ST","yes","1400 BLK EAST OLIVER ST, baltimore"
"786","1357085","7/12/2024","WATER MAIN BREAK","900 WEST MULBERRY ST","yes","900 WEST MULBERRY ST, baltimore"
"787","1357093","7/12/2024","WATER JOINT LEAK","365 HILLEN RD","yes","365 HILLEN RD, baltimore"
"788","1357114","7/12/2024","WATER JOINT LEAK","2543 WEST BALTIMORE ST","yes","2543 WEST BALTIMORE ST, baltimore"
"789","1357116","7/12/2024","WATER MAIN BREAK","3411 DUNDALK AVE","yes","3411 DUNDALK AVE, baltimore"
"790","1357145","7/13/2024","WATER MAIN BREAK","8202 BEACH DR","yes","8202 BEACH DR, baltimore"
"791","1357147","7/13/2024","WATER MAIN BREAK","3508 QUATMAN AVE","yes","3508 QUATMAN AVE, baltimore"
"792","1357218","7/13/2024","WATER MAIN BREAK","3806 BIDDISON LN","yes","3806 BIDDISON LN, baltimore"
"793","1357219","7/14/2024","WATER MAIN BREAK","4714 BEACONSFIELD DR","yes","4714 BEACONSFIELD DR, baltimore"
"794","1357220","7/14/2024","WATER MAIN BREAK","6704 BEECH AVE","yes","6704 BEECH AVE, baltimore"
"795","1357226","7/14/2024","WATER MAIN BREAK","6014 CEDONIA AVE","yes","6014 CEDONIA AVE, baltimore"
"796","1357335","7/15/2024","WATER MAIN BREAK","1010 THOMPSON BLVD","yes","1010 THOMPSON BLVD, baltimore"
"797","1357611","7/15/2024","WATER JOINT LEAK","8342 TALLY HO RD","yes","8342 TALLY HO RD, baltimore"
"798","1357615","7/16/2024","WATER MAIN BREAK","8007 PARKS LN","yes","8007 PARKS LN, baltimore"
"799","1357705","7/16/2024","WATER MAIN BREAK","8007 PARKS LN","yes","8007 PARKS LN, baltimore"
"800","1357813","7/16/2024","WATER MAIN BREAK","1908 WOODSIDE AVE","yes","1908 WOODSIDE AVE, baltimore"
"801","1357881","7/16/2024","WATER JOINT LEAK","2006 SULGRAVE AVE","yes","2006 SULGRAVE AVE, baltimore"
"802","1357883","7/16/2024","WATER JOINT LEAK","4802 VARIATION RD","yes","4802 VARIATION RD, baltimore"
"803","1357884","7/16/2024","WATER MAIN BREAK","1211 RIDERVALE RD","yes","1211 RIDERVALE RD, baltimore"
"804","1359233","7/17/2024","WATER MAIN BREAK","5 EVATT CT","yes","5 EVATT CT, baltimore"
"805","1359641","7/17/2024","WATER MAIN BREAK","1317 BRIXTON RD","yes","1317 BRIXTON RD, baltimore"
"806","1359966","7/17/2024","WATER JOINT LEAK","5204 HAZELWOOD AVE","yes","5204 HAZELWOOD AVE, baltimore"
"807","1360078","7/17/2024","WATER JOINT LEAK","614 KINGSTON RD","yes","614 KINGSTON RD, baltimore"
"808","1360089","7/18/2024","WATER MAIN BREAK","4 STONE FALLS CT","yes","4 STONE FALLS CT, baltimore"
"809","1360136","7/18/2024","WATER MAIN BREAK","2826 ODONNELL ST","yes","2826 ODONNELL ST, baltimore"
"810","1360243","7/18/2024","WATER MAIN BREAK","1907 MCCULLOH ST","yes","1907 MCCULLOH ST, baltimore"
"811","1360399","7/18/2024","WATER MAIN BREAK","800 NORTH LUZERNE AVE","yes","800 NORTH LUZERNE AVE, baltimore"
"812","1360401","7/18/2024","WATER MAIN BREAK","2006 SULGRAVE AVE","yes","2006 SULGRAVE AVE, baltimore"
"813","1360416","7/18/2024","WATER MAIN BREAK","1519 BURNFIELD RD","yes","1519 BURNFIELD RD, baltimore"
"814","1360443","7/18/2024","WATER JOINT LEAK","2712 WEST GARRISON AVE","yes","2712 WEST GARRISON AVE, baltimore"
"815","1360444","7/18/2024","WATER JOINT LEAK","11613 REISTERSTOWN RD","yes","11613 REISTERSTOWN RD, baltimore"
"816","1360452","7/18/2024","WATER JOINT LEAK","2105 BANK ST","yes","2105 BANK ST, baltimore"
"817","1360689","7/19/2024","WATER MAIN BREAK","4802 KING AVE","yes","4802 KING AVE, baltimore"
"818","1360690","7/19/2024","WATER MAIN BREAK","8821 PHILADELPHIA RD","yes","8821 PHILADELPHIA RD, baltimore"
"819","1360700","7/20/2024","WATER MAIN BREAK","1626 CHARMUTH RD","yes","1626 CHARMUTH RD, baltimore"
"820","1360749","7/21/2024","WATER MAIN BREAK","2031 INVERNESS AVE","yes","2031 INVERNESS AVE, baltimore"
"821","1360750","7/21/2024","WATER MAIN BREAK","2031 INVERNESS AVE","yes","2031 INVERNESS AVE, baltimore"
"822","1360878","7/22/2024","WATER MAIN BREAK","7609 WILHELM AVE","yes","7609 WILHELM AVE, baltimore"
"823","1360894","7/22/2024","WATER JOINT LEAK","503 ENOLA RD","yes","503 ENOLA RD, baltimore"
"824","1360948","7/22/2024","WATER JOINT LEAK","1 FAIRVIEW AVE","yes","1 FAIRVIEW AVE, baltimore"
"825","1360965","7/22/2024","WATER MAIN BREAK","2945 WHITTINGTON AVE","yes","2945 WHITTINGTON AVE, baltimore"
"826","1360991","7/22/2024","WATER MAIN BREAK","1211 RIDERVALE RD","yes","1211 RIDERVALE RD, baltimore"
"827","1361218","7/23/2024","WATER JOINT LEAK","1600 MCKEAN AVE","yes","1600 MCKEAN AVE, baltimore"
"828","1361260","7/23/2024","WATER MAIN BREAK","500 WISE AVE","yes","500 WISE AVE, baltimore"
"829","1361314","7/23/2024","WATER JOINT LEAK","4380 OLD COURT RD","yes","4380 OLD COURT RD, baltimore"
"830","1361357","7/23/2024","WATER MAIN BREAK","2512 GRAY MANOR TER","yes","2512 GRAY MANOR TER, baltimore"
"831","1361379","7/24/2024","WATER JOINT LEAK","1519 BURNFIELD RD","yes","1519 BURNFIELD RD, baltimore"
"832","1361388","7/24/2024","WATER MAIN BREAK","1900 GRINNALDS AVE","yes","1900 GRINNALDS AVE, baltimore"
"833","1361472","7/24/2024","WATER MAIN BREAK","7200 PARK DR","yes","7200 PARK DR, baltimore"
"834","1361500","7/24/2024","WATER MAIN BREAK","4733 WESTLAND BLVD","yes","4733 WESTLAND BLVD, baltimore"
"835","1361592","7/24/2024","WATER MAIN BREAK","5522 MCCORMICK AVE","yes","5522 MCCORMICK AVE, baltimore"
"836","1361606","7/25/2024","WATER MAIN BREAK","3818 EVERGREEN AVE","yes","3818 EVERGREEN AVE, baltimore"
"837","1361615","7/25/2024","WATER MAIN BREAK","1105 GREEN ACRE RD","yes","1105 GREEN ACRE RD, baltimore"
"838","1361813","7/25/2024","WATER MAIN BREAK","2945 WHITTINGTON AVE","yes","2945 WHITTINGTON AVE, baltimore"
"839","1361815","7/25/2024","WATER JOINT LEAK","913 NORTH FRANKLINTOWN RD","yes","913 NORTH FRANKLINTOWN RD, baltimore"
"840","1361892","7/25/2024","WATER MAIN BREAK","3543 6TH ST","yes","3543 6TH ST, baltimore"
"841","1361999","7/26/2024","WATER MAIN BREAK","1330 KENHILL AVE","yes","1330 KENHILL AVE, baltimore"
"842","1362033","7/26/2024","WATER JOINT LEAK","9101 ORBITAN RD","yes","9101 ORBITAN RD, baltimore"
"843","1362072","7/26/2024","WATER JOINT LEAK","3418 PARK HEIGHTS AVE","yes","3418 PARK HEIGHTS AVE, baltimore"
"844","1362080","7/26/2024","WATER MAIN BREAK","3203 WOODLAND AVE","yes","3203 WOODLAND AVE, baltimore"
"845","1362122","7/27/2024","WATER MAIN BREAK","6200 RIDGEVIEW AVE","yes","6200 RIDGEVIEW AVE, baltimore"
"846","1362141","7/27/2024","WATER MAIN BREAK","1211 RIDERVALE RD","yes","1211 RIDERVALE RD, baltimore"
"847","1362159","7/27/2024","WATER MAIN BREAK","2000 BLK LLEWELYN AVE","yes","2000 BLK LLEWELYN AVE, baltimore"
"848","1362302","7/29/2024","WATER MAIN BREAK","1749 MONTPELIER ST","yes","1749 MONTPELIER ST, baltimore"
"849","1362430","7/29/2024","WATER JOINT LEAK","2 SOUTH DECKER AVE","yes","2 SOUTH DECKER AVE, baltimore"
"850","1362476","7/29/2024","WATER MAIN BREAK","2600 RAYNER AVE","yes","2600 RAYNER AVE, baltimore"
"851","1362479","7/29/2024","WATER MAIN BREAK","647 WEST SARATOGA ST","yes","647 WEST SARATOGA ST, baltimore"
"852","1362497","7/29/2024","WATER MAIN BREAK","1210 RIDERVALE RD","yes","1210 RIDERVALE RD, baltimore"
"853","1362545","7/30/2024","WATER MAIN BREAK","7677 CANTON CENTER DR","yes","7677 CANTON CENTER DR, baltimore"
"854","1362669","7/30/2024","WATER MAIN BREAK","614 KINGSTON RD","yes","614 KINGSTON RD, baltimore"
"855","1362674","7/30/2024","WATER JOINT LEAK","1210 RIDERVALE RD","yes","1210 RIDERVALE RD, baltimore"
"856","1362702","7/30/2024","WATER MAIN BREAK","4315 CRESTHEIGHTS RD","yes","4315 CRESTHEIGHTS RD, baltimore"
"857","1362719","7/30/2024","WATER MAIN BREAK","110 WOODHOLME AVE","yes","110 WOODHOLME AVE, baltimore"
"858","1362784","7/31/2024","WATER MAIN BREAK","6200 LOCH RAVEN BLVD","yes","6200 LOCH RAVEN BLVD, baltimore"
"859","1362785","7/31/2024","WATER MAIN BREAK","2100 PITNEY RD","yes","2100 PITNEY RD, baltimore"
"860","1362923","7/31/2024","WATER JOINT LEAK","2600 RAYNER AVE","yes","2600 RAYNER AVE, baltimore"
"861","1363012","7/31/2024","WATER JOINT LEAK","3239 POWHATAN AVE","yes","3239 POWHATAN AVE, baltimore"
"862","1363212","8/1/2024","WATER JOINT LEAK","202 STONEWALL RD","yes","202 STONEWALL RD, baltimore"
"863","1363220","8/1/2024","WATER MAIN BREAK","6100 HOLABIRD AVE","yes","6100 HOLABIRD AVE, baltimore"
"864","1363359","8/2/2024","WATER MAIN BREAK","3412 ENGLEMEADE RD","yes","3412 ENGLEMEADE RD, baltimore"
"865","1363441","8/2/2024","WATER MAIN BREAK","2216 GORDON RD","yes","2216 GORDON RD, baltimore"
"866","1363459","8/2/2024","WATER MAIN BREAK","2600 RAYNER AVE","yes","2600 RAYNER AVE, baltimore"
"867","1363526","8/2/2024","WATER MAIN BREAK","1000 NORTH PAYSON ST","yes","1000 NORTH PAYSON ST, baltimore"
"868","1363540","8/2/2024","WATER JOINT LEAK","1000 NORTH PAYSON ST","yes","1000 NORTH PAYSON ST, baltimore"
"869","1363560","8/3/2024","WATER MAIN BREAK","826 JAMIESON RD","yes","826 JAMIESON RD, baltimore"
"870","1363611","8/4/2024","WATER MAIN BREAK","1915 GRIFFIS AVE","yes","1915 GRIFFIS AVE, baltimore"
"871","1363625","8/4/2024","WATER MAIN BREAK","106 EAST CHERRY HILL RD","yes","106 EAST CHERRY HILL RD, baltimore"
"872","1363649","8/4/2024","WATER MAIN BREAK","6715 EVERALL AVE","yes","6715 EVERALL AVE, baltimore"
"873","1363862","8/5/2024","WATER MAIN BREAK","3003 DUNMORE RD","yes","3003 DUNMORE RD, baltimore"
"874","1363894","8/5/2024","WATER MAIN BREAK","2401 OLD COURT RD","yes","2401 OLD COURT RD, baltimore"
"875","1363901","8/6/2024","WATER JOINT LEAK","2600 RAYNER AVE","yes","2600 RAYNER AVE, baltimore"
"876","1364075","8/6/2024","WATER MAIN BREAK","128 AMERICAN AVE","yes","128 AMERICAN AVE, baltimore"
"877","1364087","8/6/2024","WATER JOINT LEAK","158 NORTH GAY ST","yes","158 NORTH GAY ST, baltimore"
"878","1364233","8/7/2024","WATER JOINT LEAK","1124 SHIELDS PL","yes","1124 SHIELDS PL, baltimore"
"879","1364254","8/7/2024","WATER MAIN BREAK","202 STONEWALL RD","yes","202 STONEWALL RD, baltimore"
"880","1364279","8/7/2024","WATER JOINT LEAK","1031 BOYD ST","yes","1031 BOYD ST, baltimore"
"881","1364315","8/7/2024","WATER MAIN BREAK","3708 GARDENVIEW RD","yes","3708 GARDENVIEW RD, baltimore"
"882","1364343","8/7/2024","WATER MAIN BREAK","3600 WEST LEXINGTON ST","yes","3600 WEST LEXINGTON ST, baltimore"
"883","1364401","8/7/2024","WATER MAIN BREAK","4601 NEWGATE AVE","yes","4601 NEWGATE AVE, baltimore"
"884","1364413","8/8/2024","WATER MAIN BREAK","5500 SEWARD AVE","yes","5500 SEWARD AVE, baltimore"
"885","1364479","8/8/2024","WATER MAIN BREAK","11 LINLOW CT","yes","11 LINLOW CT, baltimore"
"886","1364827","8/11/2024","WATER MAIN BREAK","3501 ORBITAN RD","yes","3501 ORBITAN RD, baltimore"
"887","1364927","8/12/2024","WATER MAIN BREAK","4509 EAST MONUMENT ST","yes","4509 EAST MONUMENT ST, baltimore"
"888","1364978","8/12/2024","WATER MAIN BREAK","3603 MILFORD MILL RD","yes","3603 MILFORD MILL RD, baltimore"
"889","1365103","8/12/2024","WATER MAIN BREAK","2600 RAYNER AVE","yes","2600 RAYNER AVE, baltimore"
"890","1365112","8/12/2024","WATER MAIN BREAK","3928 CHAFFEY RD","yes","3928 CHAFFEY RD, baltimore"
"891","1365220","8/13/2024","WATER MAIN BREAK","1637 MORELAND AVE","yes","1637 MORELAND AVE, baltimore"
"892","1365268","8/13/2024","WATER MAIN BREAK","5206 HAZELWOOD AVE","yes","5206 HAZELWOOD AVE, baltimore"
"893","1365324","8/13/2024","WATER MAIN BREAK","406 SAINT PATRICK RD","yes","406 SAINT PATRICK RD, baltimore"
"894","1365402","8/14/2024","WATER MAIN BREAK","2729 KILDAIRE DR","yes","2729 KILDAIRE DR, baltimore"
"895","1365536","8/14/2024","WATER MAIN BREAK","14 ARKLA CT","yes","14 ARKLA CT, baltimore"
"896","1367201","8/14/2024","WATER MAIN BREAK","21 NORTH GILMOR ST","yes","21 NORTH GILMOR ST, baltimore"
"897","1367209","8/14/2024","WATER MAIN BREAK","623 BLK PITCHER ST","yes","623 BLK PITCHER ST, baltimore"
"898","1367230","8/15/2024","WATER MAIN BREAK","200 BLK WEST CENTRE ST","yes","200 BLK WEST CENTRE ST, baltimore"
"899","1367318","8/15/2024","WATER MAIN BREAK","8202 MARCIE DR","yes","8202 MARCIE DR, baltimore"
"900","1367441","8/15/2024","WATER MAIN BREAK","2021 HOLLY NECK RD","yes","2021 HOLLY NECK RD, baltimore"
"901","1367601","8/16/2024","WATER JOINT LEAK","3212 ACTON RD","yes","3212 ACTON RD, baltimore"
"902","1367627","8/16/2024","WATER MAIN BREAK","8337 BEAR CREEK DRIVE DUNDALK","yes","8337 BEAR CREEK DRIVE DUNDALK, baltimore"
"903","1367650","8/16/2024","WATER JOINT LEAK","8814 VICTORY AVE","yes","8814 VICTORY AVE, baltimore"
"904","1367669","8/16/2024","WATER JOINT LEAK","9032 SIMMS CT","yes","9032 SIMMS CT, baltimore"
"905","1367809","8/18/2024","WATER MAIN BREAK","3403 OAKENSHAW PL","yes","3403 OAKENSHAW PL, baltimore"
"906","1367824","8/18/2024","WATER MAIN BREAK","20 MCMECHEN ST","yes","20 MCMECHEN ST, baltimore"
"907","1367845","8/18/2024","WATER MAIN BREAK","2618 WILLOW AVE","yes","2618 WILLOW AVE, baltimore"
"908","1367873","8/19/2024","WATER JOINT LEAK","2141 PITNEY RD","yes","2141 PITNEY RD, baltimore"
"909","1367924","8/19/2024","WATER MAIN BREAK","402 NORTH EDGEWOOD ST","yes","402 NORTH EDGEWOOD ST, baltimore"
"910","1367947","8/19/2024","WATER MAIN BREAK","4413 SAINT THOMAS AVE","yes","4413 SAINT THOMAS AVE, baltimore"
"911","1368111","8/19/2024","WATER MAIN BREAK","1903 ASTER RD","yes","1903 ASTER RD, baltimore"
"912","1368138","8/19/2024","WATER MAIN BREAK","1914 RUXTON RD","yes","1914 RUXTON RD, baltimore"
"913","1368214","8/19/2024","WATER MAIN BREAK","7 CALYPSO CT","yes","7 CALYPSO CT, baltimore"
"914","1368426","8/20/2024","WATER MAIN BREAK","43 BLOOMSBURY AVE","yes","43 BLOOMSBURY AVE, baltimore"
"915","1368440","8/20/2024","WATER MAIN BREAK","1990 CHURCH RD","yes","1990 CHURCH RD, baltimore"
"916","1368498","8/20/2024","WATER MAIN BREAK","202 ABBEYHILL CT","yes","202 ABBEYHILL CT, baltimore"
"917","1368519","8/21/2024","WATER MAIN BREAK","1400 WEST BALTIMORE ST","yes","1400 WEST BALTIMORE ST, baltimore"
"918","1368524","8/21/2024","WATER MAIN BREAK","1100 ASHBURTON ST","yes","1100 ASHBURTON ST, baltimore"
"919","1368631","8/21/2024","WATER JOINT LEAK","705 ELMWOOD RD","yes","705 ELMWOOD RD, baltimore"
"920","1368914","8/22/2024","WATER MAIN BREAK","1100 FORREST ST","yes","1100 FORREST ST, baltimore"
"921","1368988","8/22/2024","WATER JOINT LEAK","2415 HERMOSA AVE","yes","2415 HERMOSA AVE, baltimore"
"922","1369336","8/23/2024","WATER MAIN BREAK","5 FORTNUM CT","yes","5 FORTNUM CT, baltimore"
"923","1369344","8/23/2024","WATER JOINT LEAK","4236 OVERTON AVE","yes","4236 OVERTON AVE, baltimore"
"924","1369448","8/23/2024","WATER MAIN BREAK","1203 QUANTRIL WAY","yes","1203 QUANTRIL WAY, baltimore"
"925","1369927","8/26/2024","WATER MAIN BREAK","1213 NORTH CALVERT ST","yes","1213 NORTH CALVERT ST, baltimore"
"926","1369992","8/27/2024","WATER MAIN BREAK","6517 LOCH HILL RD","yes","6517 LOCH HILL RD, baltimore"
"927","1370099","8/27/2024","WATER MAIN BREAK","18 KITTRIDGE CT","yes","18 KITTRIDGE CT, baltimore"
"928","1370154","8/27/2024","WATER MAIN BREAK","1434 PLEASANT VALLEY DR","yes","1434 PLEASANT VALLEY DR, baltimore"
"929","1370439","8/28/2024","WATER MAIN BREAK","4736 BELLE FORTE RD","yes","4736 BELLE FORTE RD, baltimore"
"930","1370450","8/28/2024","WATER MAIN BREAK","1213 NORTH CALVERT ST","yes","1213 NORTH CALVERT ST, baltimore"
"931","1370627","8/28/2024","WATER MAIN BREAK","8 KIRK HILL CT","yes","8 KIRK HILL CT, baltimore"
"932","1370628","8/28/2024","WATER MAIN BREAK","2206 OLD FREDERICK RD","yes","2206 OLD FREDERICK RD, baltimore"
"933","1370783","8/29/2024","WATER MAIN BREAK","212 CORALHAVEN CT","yes","212 CORALHAVEN CT, baltimore"
"934","1370860","8/29/2024","WATER MAIN BREAK","814 A ESSEX AVE","yes","814 A ESSEX AVE, baltimore"
"935","1370864","8/29/2024","WATER JOINT LEAK","9 SOUTH BETHEL ST","yes","9 SOUTH BETHEL ST, baltimore"
"936","1370942","8/29/2024","WATER MAIN BREAK","1040 NORTH STRICKER ST","yes","1040 NORTH STRICKER ST, baltimore"
"937","1371248","8/31/2024","WATER MAIN BREAK","2400 FAIT AVE","yes","2400 FAIT AVE, baltimore"
"938","1371310","9/2/2024","WATER MAIN BREAK","100 WALDRON AVE","yes","100 WALDRON AVE, baltimore"
"939","1371317","9/2/2024","WATER MAIN BREAK","4802 KING AVE","yes","4802 KING AVE, baltimore"
"940","1371340","9/2/2024","WATER MAIN BREAK","4122 BROOKSIDE OAKS","yes","4122 BROOKSIDE OAKS, baltimore"
"941","1371370","9/3/2024","WATER MAIN BREAK","2600 WEST BELVEDERE AVE","yes","2600 WEST BELVEDERE AVE, baltimore"
"942","1371548","9/3/2024","WATER MAIN BREAK","2505 FRANCIS ST","yes","2505 FRANCIS ST, baltimore"
"943","1371555","9/3/2024","WATER MAIN BREAK","1600 MCHENRY ST","yes","1600 MCHENRY ST, baltimore"
"944","1371576","9/3/2024","WATER MAIN BREAK","3955 NORTH POINT RD","yes","3955 NORTH POINT RD, baltimore"
"945","1371773","9/4/2024","WATER JOINT LEAK","4122 BROOKSIDE OAKS","yes","4122 BROOKSIDE OAKS, baltimore"
"946","1371893","9/4/2024","WATER MAIN BREAK","402 BACK RIVER NECK RD","yes","402 BACK RIVER NECK RD, baltimore"
"947","1372022","9/5/2024","WATER MAIN BREAK","518 SOUTH GILMOR ST","yes","518 SOUTH GILMOR ST, baltimore"
"948","1372159","9/5/2024","WATER JOINT LEAK","2503 FRANCIS ST","yes","2503 FRANCIS ST, baltimore"
"949","1372620","9/6/2024","WATER MAIN BREAK","5519 WILLYS AVE","yes","5519 WILLYS AVE, baltimore"
"950","1372630","9/6/2024","WATER MAIN BREAK","6 STONE HOLLOW CT","yes","6 STONE HOLLOW CT, baltimore"
"951","1372714","9/7/2024","WATER MAIN BREAK","2319 DERBY RD","yes","2319 DERBY RD, baltimore"
"952","1372755","9/8/2024","WATER MAIN BREAK","2201 EASTRIDGE RD","yes","2201 EASTRIDGE RD, baltimore"
"953","1372790","9/8/2024","WATER MAIN BREAK","250 WEST DICKMAN ST","yes","250 WEST DICKMAN ST, baltimore"
"954","1372889","9/9/2024","WATER MAIN BREAK","1420 AUTUMN LEAF RD","yes","1420 AUTUMN LEAF RD, baltimore"
"955","1373018","9/9/2024","WATER MAIN BREAK","6706 BOWLEYS LN","yes","6706 BOWLEYS LN, baltimore"
"956","1373027","9/9/2024","WATER MAIN BREAK","4211 SHANNON DR","yes","4211 SHANNON DR, baltimore"
"957","1373137","9/9/2024","WATER MAIN BREAK","300 SOUTH BOND BALTIMORE CITY","yes","300 SOUTH BOND BALTIMORE CITY, baltimore"
"958","1373143","9/9/2024","WATER MAIN BREAK","5506 PLAINFIELD AVE","yes","5506 PLAINFIELD AVE, baltimore"
"959","1373187","9/9/2024","WATER MAIN BREAK","3119 HAMMONDS FERRY RD","yes","3119 HAMMONDS FERRY RD, baltimore"
"960","1373197","9/9/2024","WATER MAIN BREAK","4000 BALFERN AVE","yes","4000 BALFERN AVE, baltimore"
"961","1373349","9/10/2024","WATER MAIN BREAK","1200 CAPTAINS CT","yes","1200 CAPTAINS CT, baltimore"
"962","1373417","9/10/2024","WATER JOINT LEAK","2321 DERBY RD","yes","2321 DERBY RD, baltimore"
"963","1373630","9/11/2024","WATER JOINT LEAK","222 NORTHWAY RD","yes","222 NORTHWAY RD, baltimore"
"964","1374098","9/11/2024","WATER MAIN BREAK","405 NORTH EDGEWOOD ST","yes","405 NORTH EDGEWOOD ST, baltimore"
"965","1374129","9/12/2024","WATER MAIN BREAK","605 CLIVEDEN RD","yes","605 CLIVEDEN RD, baltimore"
"966","1374136","9/12/2024","WATER MAIN BREAK","1921 GRINNALDS AVE","yes","1921 GRINNALDS AVE, baltimore"
"967","1374276","9/12/2024","WATER JOINT LEAK","32 CINDER RD","yes","32 CINDER RD, baltimore"
"968","1374326","9/12/2024","WATER MAIN BREAK","926 CATAWBA CT","yes","926 CATAWBA CT, baltimore"
"969","1374346","9/12/2024","WATER MAIN BREAK","3804 ARBUTUS AVE","yes","3804 ARBUTUS AVE, baltimore"
"970","1374421","9/12/2024","WATER MAIN BREAK","800 EAST 33RD ST","yes","800 EAST 33RD ST, baltimore"
"971","1374495","9/13/2024","WATER MAIN BREAK","2207 WOODBOURNE AVE","yes","2207 WOODBOURNE AVE, baltimore"
