"","workorderid","date","description","address","address1"
"732","1351357","6/13/2024","WATER MAIN BREAK","WEST LANVALE MARYLAND AVE","WEST LANVALE MARYLAND AVE, baltimore"
"733","1351524","6/13/2024","WATER MAIN BREAK","6310 FRANKFORD AVE","6310 FRANKFORD AVE, baltimore"
"734","1351529","6/13/2024","WATER MAIN BREAK","4808 HOMER AVE","4808 HOMER AVE, baltimore"
"735","1351530","6/13/2024","WATER MAIN BREAK","311 BIGLEY AVE","311 BIGLEY AVE, baltimore"
"736","1351566","6/13/2024","WATER MAIN BREAK","800 SOUTH CAREY ST","800 SOUTH CAREY ST, baltimore"
"737","1351610","6/14/2024","WATER MAIN BREAK","4314 HIGHVIEW AVE","4314 HIGHVIEW AVE, baltimore"
"738","1351621","6/14/2024","WATER MAIN BREAK","6524 BLK RIVERVIEW AVE","6524 BLK RIVERVIEW AVE, baltimore"
"739","1351798","6/14/2024","WATER JOINT LEAK","2010 GREENGAGE RD","2010 GREENGAGE RD, baltimore"
"740","1351818","6/15/2024","WATER MAIN BREAK","8016 LIBERTY RD","8016 LIBERTY RD, baltimore"
"741","1351820","6/15/2024","WATER MAIN BREAK","7903 HILLTOP AVE","7903 HILLTOP AVE, baltimore"
"742","1351825","6/15/2024","WATER MAIN BREAK","2343 WEST LEXINGTON ST","2343 WEST LEXINGTON ST, baltimore"
"743","1351855","6/15/2024","WATER MAIN BREAK","1809 DIXON RD","1809 DIXON RD, baltimore"
"744","1351868","6/16/2024","WATER MAIN BREAK","10 LINEAGE CT","10 LINEAGE CT, baltimore"
"745","1351870","6/16/2024","WATER MAIN BREAK","6004 NAHANT RD","6004 NAHANT RD, baltimore"
"746","1351909","6/17/2024","WATER JOINT LEAK","3444 GAITHER RD","3444 GAITHER RD, baltimore"
"747","1351992","6/17/2024","WATER JOINT LEAK","DOLPHIN SAINT AND WEST MOUNT ROYAL AVE","DOLPHIN SAINT AND WEST MOUNT ROYAL AVE, baltimore"
"748","1352094","6/17/2024","WATER JOINT LEAK","900 WEST MULBERRY ST","900 WEST MULBERRY ST, baltimore"
"749","1352157","6/17/2024","WATER MAIN BREAK","CAYUGA RD WINANDS RD","CAYUGA RD WINANDS RD, baltimore"
"750","1352161","6/17/2024","WATER MAIN BREAK","2210 HENNEMAN AVE","2210 HENNEMAN AVE, baltimore"
"751","1352182","6/18/2024","WATER JOINT LEAK","314 SOUTH POPPLETON ST","314 SOUTH POPPLETON ST, baltimore"
"752","1352207","6/18/2024","WATER MAIN BREAK","1809 DIXON RD","1809 DIXON RD, baltimore"
"753","1352305","6/18/2024","WATER MAIN BREAK","21 NORTH GILMOR ST","21 NORTH GILMOR ST, baltimore"
"754","1352431","6/18/2024","WATER MAIN BREAK","1808 DIXON RD","1808 DIXON RD, baltimore"
"755","1352462","6/19/2024","WATER MAIN BREAK","2340 RESEARCH AVE","2340 RESEARCH AVE, baltimore"
"756","1352505","6/20/2024","WATER MAIN BREAK","6622 EDENVALE RD","6622 EDENVALE RD, baltimore"
"757","1352536","6/20/2024","WATER MAIN BREAK","5401 DOLORES AVE","5401 DOLORES AVE, baltimore"
"758","1352721","6/20/2024","WATER JOINT LEAK","330 BIGLEY AVE","330 BIGLEY AVE, baltimore"
"759","1352750","6/20/2024","WATER MAIN BREAK","401 EAST 22ND ST","401 EAST 22ND ST, baltimore"
"760","1352779","6/20/2024","WATER MAIN BREAK","6 YORK MILLS CT","6 YORK MILLS CT, baltimore"
"761","1352807","6/21/2024","WATER JOINT LEAK","1254 CIRCLE DR","1254 CIRCLE DR, baltimore"
"762","1352924","6/21/2024","WATER MAIN BREAK","2712 WEST GARRISON AVE","2712 WEST GARRISON AVE, baltimore"
"763","1353007","6/21/2024","WATER MAIN BREAK","8 THURKILL CT","8 THURKILL CT, baltimore"
"764","1353036","6/22/2024","WATER MAIN BREAK","3605 WOODBINE AVE","3605 WOODBINE AVE, baltimore"
"765","1353042","6/22/2024","WATER MAIN BREAK","603 WEST SEMINARY AVE","603 WEST SEMINARY AVE, baltimore"
"766","1353050","6/22/2024","WATER MAIN BREAK","1342 POPLAR AVE","1342 POPLAR AVE, baltimore"
"767","1353104","6/23/2024","WATER MAIN BREAK","ARIZONA AVE AND BELLE VISTA AVE","ARIZONA AVE AND BELLE VISTA AVE, baltimore"
"768","1353397","6/24/2024","WATER MAIN BREAK","8235 BRATTLE RD","8235 BRATTLE RD, baltimore"
"769","1353434","6/24/2024","WATER MAIN BREAK","6600 CEDONIA AVE","6600 CEDONIA AVE, baltimore"
"770","1353525","6/25/2024","WATER JOINT LEAK","1254 CIRCLE DR","1254 CIRCLE DR, baltimore"
"771","1353544","6/25/2024","WATER MAIN BREAK","1301 WILCOX ST","1301 WILCOX ST, baltimore"
"772","1353580","6/25/2024","WATER MAIN BREAK","3411 DUNDALK AVE","3411 DUNDALK AVE, baltimore"
"773","1353612","6/25/2024","WATER MAIN BREAK","1399 CROMWELL BRIDGE RD","1399 CROMWELL BRIDGE RD, baltimore"
"774","1353667","6/25/2024","WATER JOINT LEAK","3700 MIDDLE RIVER AVE","3700 MIDDLE RIVER AVE, baltimore"
"775","1353755","6/25/2024","WATER MAIN BREAK","3010 MARDEL AVE","3010 MARDEL AVE, baltimore"
"776","1353799","6/26/2024","WATER MAIN BREAK","3518 ABBIE PL","3518 ABBIE PL, baltimore"
"777","1354020","6/26/2024","WATER MAIN BREAK","1000 NORTH STRICKER ST","1000 NORTH STRICKER ST, baltimore"
"778","1354061","6/27/2024","WATER MAIN BREAK","WILKENS AVE HURLEY AVE","WILKENS AVE HURLEY AVE, baltimore"
"779","1354062","6/27/2024","WATER MAIN BREAK","4103 OLD WASHINGTON BLVD","4103 OLD WASHINGTON BLVD, baltimore"
"780","1354099","6/27/2024","WATER MAIN BREAK","314 SOUTH POPPLETON ST","314 SOUTH POPPLETON ST, baltimore"
"781","1354100","6/27/2024","WATER MAIN BREAK","4300 BUCKS SCHOOLHOUSE RD","4300 BUCKS SCHOOLHOUSE RD, baltimore"
"782","1354279","6/27/2024","WATER MAIN BREAK","6600 CEDONIA AVE","6600 CEDONIA AVE, baltimore"
"783","1354300","6/27/2024","WATER MAIN BREAK","MAIDEN CHOICE LN AND WESTLAND BLVD","MAIDEN CHOICE LN AND WESTLAND BLVD, baltimore"
"784","1354302","6/27/2024","WATER MAIN BREAK","WOODLEA AVE GREENHILL AVE","WOODLEA AVE GREENHILL AVE, baltimore"
"785","1354356","6/28/2024","WATER MAIN BREAK","3113 LORENA AVE","3113 LORENA AVE, baltimore"
"786","1354418","6/28/2024","WATER MAIN BREAK","HURLEY AVE WILKENS AVE","HURLEY AVE WILKENS AVE, baltimore"
"787","1354458","6/28/2024","WATER MAIN BREAK","402 KINGSTON RD","402 KINGSTON RD, baltimore"
"788","1354471","6/28/2024","WATER MAIN BREAK","6600 CEDONIA AVE","6600 CEDONIA AVE, baltimore"
"789","1354494","6/29/2024","WATER MAIN BREAK","3813 FERNSIDE RD","3813 FERNSIDE RD, baltimore"
"790","1354542","6/30/2024","WATER MAIN BREAK","3905 BREHMS LN","3905 BREHMS LN, baltimore"
"791","1354544","6/30/2024","WATER MAIN BREAK","3900 BLK BREHMS LN","3900 BLK BREHMS LN, baltimore"
"792","1354583","6/30/2024","WATER MAIN BREAK","3986 ROLAND AVE","3986 ROLAND AVE, baltimore"
"793","1354584","7/1/2024","WATER MAIN BREAK","1607 NORTH CAROLINE ST","1607 NORTH CAROLINE ST, baltimore"
"794","1354590","7/1/2024","WATER JOINT LEAK","8821 PHILADELPHIA RD","8821 PHILADELPHIA RD, baltimore"
"795","1354702","7/1/2024","WATER JOINT LEAK","100 KWEISI MFUME CT","100 KWEISI MFUME CT, baltimore"
"796","1354772","7/1/2024","WATER JOINT LEAK","914 SOUTH KENWOOD AVE","914 SOUTH KENWOOD AVE, baltimore"
"797","1354893","7/1/2024","WATER MAIN BREAK","2010 GREENGAGE RD","2010 GREENGAGE RD, baltimore"
"798","1354912","7/1/2024","WATER MAIN BREAK","4633 FURLEY AVE","4633 FURLEY AVE, baltimore"
"799","1354916","7/1/2024","WATER MAIN BREAK","2730 WILMARCO AVE","2730 WILMARCO AVE, baltimore"
"800","1354918","7/1/2024","WATER MAIN BREAK","8900 HARFORD RD","8900 HARFORD RD, baltimore"
"801","1354931","7/2/2024","WATER MAIN BREAK","3651 ROCKDALE TER","3651 ROCKDALE TER, baltimore"
"802","1354933","7/2/2024","WATER MAIN BREAK","5821 FARMVIEW AVE","5821 FARMVIEW AVE, baltimore"
"803","1354985","7/2/2024","WATER MAIN BREAK","4210 PARKWOOD AVE","4210 PARKWOOD AVE, baltimore"
"804","1355065","7/2/2024","WATER MAIN BREAK","9408 JODALE RD","9408 JODALE RD, baltimore"
"805","1355132","7/2/2024","WATER MAIN BREAK","3986 ROLAND AVE","3986 ROLAND AVE, baltimore"
"806","1355194","7/2/2024","WATER MAIN BREAK","900 SOUTH KENWOOD AVE","900 SOUTH KENWOOD AVE, baltimore"
"807","1355216","7/2/2024","WATER MAIN BREAK","WOODLEA AVE CROSSWOOD AVE","WOODLEA AVE CROSSWOOD AVE, baltimore"
"808","1355217","7/3/2024","WATER MAIN BREAK","4830 OAKLAND PARK RD","4830 OAKLAND PARK RD, baltimore"
"809","1355219","7/3/2024","WATER MAIN BREAK","6713 LINDEN AVE","6713 LINDEN AVE, baltimore"
"810","1355238","7/3/2024","WATER MAIN BREAK","2945 WHITTINGTON AVE","2945 WHITTINGTON AVE, baltimore"
"811","1355239","7/3/2024","WATER MAIN BREAK","745 ANNESLIE RD","745 ANNESLIE RD, baltimore"
"812","1355296","7/3/2024","WATER MAIN BREAK","10002 PERINE LN","10002 PERINE LN, baltimore"
"813","1355317","7/3/2024","WATER MAIN BREAK","4619 REISTERSTOWN RD","4619 REISTERSTOWN RD, baltimore"
"814","1355323","7/3/2024","WATER MAIN BREAK","5100 REISTERSTOWN RD","5100 REISTERSTOWN RD, baltimore"
"815","1355374","7/3/2024","WATER JOINT LEAK","2860 HARLEM AVE","2860 HARLEM AVE, baltimore"
"816","1355378","7/3/2024","WATER MAIN BREAK","7205 PRINCE GEORGE RD","7205 PRINCE GEORGE RD, baltimore"
"817","1355422","7/4/2024","WATER MAIN BREAK","23 EAST 22ND ST","23 EAST 22ND ST, baltimore"
"818","1355427","7/4/2024","WATER MAIN BREAK","7919 ELLENHAM AVE","7919 ELLENHAM AVE, baltimore"
"819","1355428","7/5/2024","WATER MAIN BREAK","906 PINE HEIGHTS AVE","906 PINE HEIGHTS AVE, baltimore"
"820","1355429","7/5/2024","WATER MAIN BREAK","2005 WHISTLER AVE","2005 WHISTLER AVE, baltimore"
"821","1355448","7/5/2024","WATER MAIN BREAK","300 KEY HWY","300 KEY HWY, baltimore"
"822","1355457","7/5/2024","WATER MAIN BREAK","2007 WHISTLER AVE","2007 WHISTLER AVE, baltimore"
"823","1355458","7/5/2024","WATER MAIN BREAK","2008 KERNAN DR","2008 KERNAN DR, baltimore"
"824","1355461","7/5/2024","WATER MAIN BREAK","2924 CHARLESTON AVE","2924 CHARLESTON AVE, baltimore"
"825","1355464","7/5/2024","WATER MAIN BREAK","2011 HAMMONDS FERRY RD","2011 HAMMONDS FERRY RD, baltimore"
"826","1355565","7/5/2024","WATER JOINT LEAK","2500 WEST BELVEDERE AVE","2500 WEST BELVEDERE AVE, baltimore"
"827","1355584","7/5/2024","WATER MAIN BREAK","2428 EASTRIDGE RD","2428 EASTRIDGE RD, baltimore"
"828","1355587","7/5/2024","WATER JOINT LEAK","5251 NELSON AVE","5251 NELSON AVE, baltimore"
"829","1355630","7/6/2024","WATER MAIN BREAK","7820 WESTMORELAND AVE","7820 WESTMORELAND AVE, baltimore"
"830","1355667","7/6/2024","WATER MAIN BREAK","1113 CONCORDIA DR","1113 CONCORDIA DR, baltimore"
"831","1355673","7/7/2024","WATER MAIN BREAK","2805 MAYFIELD AVE","2805 MAYFIELD AVE, baltimore"
"832","1355769","7/8/2024","WATER MAIN BREAK","2666 KENNEDY AVE","2666 KENNEDY AVE, baltimore"
"833","1355902","7/8/2024","WATER MAIN BREAK","405 ESSEXWOOD CT","405 ESSEXWOOD CT, baltimore"
"834","1355968","7/8/2024","WATER MAIN BREAK","1343 POPLAR AVE","1343 POPLAR AVE, baltimore"
"835","1355976","7/8/2024","WATER JOINT LEAK","8821 MEADOW HEIGHTS RD","8821 MEADOW HEIGHTS RD, baltimore"
"836","1356025","7/8/2024","WATER JOINT LEAK","243 CEDARMERE CIR","243 CEDARMERE CIR, baltimore"
"837","1356026","7/8/2024","WATER JOINT LEAK","243 CEDARMERE CIR","243 CEDARMERE CIR, baltimore"
"838","1356069","7/9/2024","WATER MAIN BREAK","2707 LIBERTY HEIGHTS AVE","2707 LIBERTY HEIGHTS AVE, baltimore"
"839","1356091","7/9/2024","WATER MAIN BREAK","120 WEST HENRIETTA ST","120 WEST HENRIETTA ST, baltimore"
"840","1356196","7/9/2024","WATER JOINT LEAK","1050 MAIDEN CHOICE LN BALTIMORE","1050 MAIDEN CHOICE LN BALTIMORE, baltimore"
"841","1356461","7/10/2024","WATER MAIN BREAK","518 NORTH MOUNT ST","518 NORTH MOUNT ST, baltimore"
"842","1356474","7/10/2024","WATER JOINT LEAK","6 SPARROW HILL CT","6 SPARROW HILL CT, baltimore"
"843","1356499","7/10/2024","WATER MAIN BREAK","RICHMAR RD AND DOLFIELD BLVD","RICHMAR RD AND DOLFIELD BLVD, baltimore"
"844","1356564","7/10/2024","WATER JOINT LEAK","5218 KENWOOD AVE","5218 KENWOOD AVE, baltimore"
"845","1356578","7/10/2024","WATER JOINT LEAK","505 EDGEVALE RD","505 EDGEVALE RD, baltimore"
"846","1356649","7/10/2024","WATER MAIN BREAK","1142 SHIELDS PL","1142 SHIELDS PL, baltimore"
"847","1356689","7/10/2024","WATER JOINT LEAK","7330 HARFORD RD","7330 HARFORD RD, baltimore"
"848","1356696","7/10/2024","WATER MAIN BREAK","5218 KENWOOD AVE","5218 KENWOOD AVE, baltimore"
"849","1356902","7/11/2024","WATER MAIN BREAK","2666 KENNEDY AVE","2666 KENNEDY AVE, baltimore"
"850","1356914","7/11/2024","WATER JOINT LEAK","2340 RUTH AVE","2340 RUTH AVE, baltimore"
"851","1357034","7/12/2024","WATER MAIN BREAK","1400 BLK EAST OLIVER ST","1400 BLK EAST OLIVER ST, baltimore"
"852","1357085","7/12/2024","WATER MAIN BREAK","900 WEST MULBERRY ST","900 WEST MULBERRY ST, baltimore"
"853","1357093","7/12/2024","WATER JOINT LEAK","365 HILLEN RD","365 HILLEN RD, baltimore"
"854","1357114","7/12/2024","WATER JOINT LEAK","2543 WEST BALTIMORE ST","2543 WEST BALTIMORE ST, baltimore"
"855","1357116","7/12/2024","WATER MAIN BREAK","3411 DUNDALK AVE","3411 DUNDALK AVE, baltimore"
"856","1357145","7/13/2024","WATER MAIN BREAK","8202 BEACH DR","8202 BEACH DR, baltimore"
"857","1357147","7/13/2024","WATER MAIN BREAK","3508 QUATMAN AVE","3508 QUATMAN AVE, baltimore"
"858","1357218","7/13/2024","WATER MAIN BREAK","3806 BIDDISON LN","3806 BIDDISON LN, baltimore"
"859","1357219","7/14/2024","WATER MAIN BREAK","4714 BEACONSFIELD DR","4714 BEACONSFIELD DR, baltimore"
"860","1357220","7/14/2024","WATER MAIN BREAK","6704 BEECH AVE","6704 BEECH AVE, baltimore"
"861","1357226","7/14/2024","WATER MAIN BREAK","6014 CEDONIA AVE","6014 CEDONIA AVE, baltimore"
"862","1357230","7/14/2024","WATER MAIN BREAK","KENWOOD AVE AND MCCORMICK AVE","KENWOOD AVE AND MCCORMICK AVE, baltimore"
"863","1357236","7/14/2024","WATER MAIN BREAK","WALTHER AVE AND BAYONNE AVE","WALTHER AVE AND BAYONNE AVE, baltimore"
"864","1357335","7/15/2024","WATER MAIN BREAK","1010 THOMPSON BLVD","1010 THOMPSON BLVD, baltimore"
"865","1357606","7/15/2024","WATER MAIN BREAK","ELM AVE AND FALLS CLIFF RD","ELM AVE AND FALLS CLIFF RD, baltimore"
"866","1357611","7/15/2024","WATER JOINT LEAK","8342 TALLY HO RD","8342 TALLY HO RD, baltimore"
"867","1357614","7/16/2024","WATER MAIN BREAK","WOODRIPPLE RD AND CASTLEMOOR RD","WOODRIPPLE RD AND CASTLEMOOR RD, baltimore"
"868","1357615","7/16/2024","WATER MAIN BREAK","8007 PARKS LN","8007 PARKS LN, baltimore"
"869","1357705","7/16/2024","WATER MAIN BREAK","8007 PARKS LN","8007 PARKS LN, baltimore"
"870","1357813","7/16/2024","WATER MAIN BREAK","1908 WOODSIDE AVE","1908 WOODSIDE AVE, baltimore"
"871","1357881","7/16/2024","WATER JOINT LEAK","2006 SULGRAVE AVE","2006 SULGRAVE AVE, baltimore"
"872","1357883","7/16/2024","WATER JOINT LEAK","4802 VARIATION RD","4802 VARIATION RD, baltimore"
"873","1357884","7/16/2024","WATER MAIN BREAK","1211 RIDERVALE RD","1211 RIDERVALE RD, baltimore"
"874","1357900","7/17/2024","WATER MAIN BREAK","SW CORNER OF BENSTON PL WOODLAWN RD","SW CORNER OF BENSTON PL WOODLAWN RD, baltimore"
"875","1359233","7/17/2024","WATER MAIN BREAK","5 EVATT CT","5 EVATT CT, baltimore"
"876","1359641","7/17/2024","WATER MAIN BREAK","1317 BRIXTON RD","1317 BRIXTON RD, baltimore"
"877","1359966","7/17/2024","WATER JOINT LEAK","5204 HAZELWOOD AVE","5204 HAZELWOOD AVE, baltimore"
"878","1360078","7/17/2024","WATER JOINT LEAK","614 KINGSTON RD","614 KINGSTON RD, baltimore"
"879","1360089","7/18/2024","WATER MAIN BREAK","4 STONE FALLS CT","4 STONE FALLS CT, baltimore"
"880","1360136","7/18/2024","WATER MAIN BREAK","2826 ODONNELL ST","2826 ODONNELL ST, baltimore"
"881","1360243","7/18/2024","WATER MAIN BREAK","1907 MCCULLOH ST","1907 MCCULLOH ST, baltimore"
"882","1360399","7/18/2024","WATER MAIN BREAK","800 NORTH LUZERNE AVE","800 NORTH LUZERNE AVE, baltimore"
"883","1360401","7/18/2024","WATER MAIN BREAK","2006 SULGRAVE AVE","2006 SULGRAVE AVE, baltimore"
"884","1360416","7/18/2024","WATER MAIN BREAK","1519 BURNFIELD RD","1519 BURNFIELD RD, baltimore"
"885","1360443","7/18/2024","WATER JOINT LEAK","2712 WEST GARRISON AVE","2712 WEST GARRISON AVE, baltimore"
"886","1360444","7/18/2024","WATER JOINT LEAK","11613 REISTERSTOWN RD","11613 REISTERSTOWN RD, baltimore"
"887","1360451","7/18/2024","WATER JOINT LEAK","SCOTTS HILL DR BITTERSWEET RD","SCOTTS HILL DR BITTERSWEET RD, baltimore"
"888","1360452","7/18/2024","WATER JOINT LEAK","2105 BANK ST","2105 BANK ST, baltimore"
"889","1360689","7/19/2024","WATER MAIN BREAK","4802 KING AVE","4802 KING AVE, baltimore"
"890","1360690","7/19/2024","WATER MAIN BREAK","8821 PHILADELPHIA RD","8821 PHILADELPHIA RD, baltimore"
"891","1360700","7/20/2024","WATER MAIN BREAK","1626 CHARMUTH RD","1626 CHARMUTH RD, baltimore"
"892","1360741","7/20/2024","WATER MAIN BREAK","LANCASTER SAINT AND SOUTH EDEN ST","LANCASTER SAINT AND SOUTH EDEN ST, baltimore"
"893","1360749","7/21/2024","WATER MAIN BREAK","2031 INVERNESS AVE","2031 INVERNESS AVE, baltimore"
"894","1360750","7/21/2024","WATER MAIN BREAK","2031 INVERNESS AVE","2031 INVERNESS AVE, baltimore"
"895","1360878","7/22/2024","WATER MAIN BREAK","7609 WILHELM AVE","7609 WILHELM AVE, baltimore"
"896","1360894","7/22/2024","WATER JOINT LEAK","503 ENOLA RD","503 ENOLA RD, baltimore"
"897","1360948","7/22/2024","WATER JOINT LEAK","1 FAIRVIEW AVE","1 FAIRVIEW AVE, baltimore"
"898","1360965","7/22/2024","WATER MAIN BREAK","2945 WHITTINGTON AVE","2945 WHITTINGTON AVE, baltimore"
"899","1360991","7/22/2024","WATER MAIN BREAK","1211 RIDERVALE RD","1211 RIDERVALE RD, baltimore"
"900","1361218","7/23/2024","WATER JOINT LEAK","1600 MCKEAN AVE","1600 MCKEAN AVE, baltimore"
"901","1361260","7/23/2024","WATER MAIN BREAK","500 WISE AVE","500 WISE AVE, baltimore"
"902","1361314","7/23/2024","WATER JOINT LEAK","4380 OLD COURT RD","4380 OLD COURT RD, baltimore"
"903","1361357","7/23/2024","WATER MAIN BREAK","2512 GRAY MANOR TER","2512 GRAY MANOR TER, baltimore"
"904","1361379","7/24/2024","WATER JOINT LEAK","1519 BURNFIELD RD","1519 BURNFIELD RD, baltimore"
"905","1361388","7/24/2024","WATER MAIN BREAK","1900 GRINNALDS AVE","1900 GRINNALDS AVE, baltimore"
"906","1361472","7/24/2024","WATER MAIN BREAK","7200 PARK DR","7200 PARK DR, baltimore"
"907","1361486","7/24/2024","WATER MAIN BREAK","WEST COLD SPRING LN AND REISTERSTOWN RD","WEST COLD SPRING LN AND REISTERSTOWN RD, baltimore"
"908","1361500","7/24/2024","WATER MAIN BREAK","4733 WESTLAND BLVD","4733 WESTLAND BLVD, baltimore"
"909","1361592","7/24/2024","WATER MAIN BREAK","5522 MCCORMICK AVE","5522 MCCORMICK AVE, baltimore"
"910","1361606","7/25/2024","WATER MAIN BREAK","3818 EVERGREEN AVE","3818 EVERGREEN AVE, baltimore"
"911","1361615","7/25/2024","WATER MAIN BREAK","1105 GREEN ACRE RD","1105 GREEN ACRE RD, baltimore"
"912","1361813","7/25/2024","WATER MAIN BREAK","2945 WHITTINGTON AVE","2945 WHITTINGTON AVE, baltimore"
"913","1361815","7/25/2024","WATER JOINT LEAK","913 NORTH FRANKLINTOWN RD","913 NORTH FRANKLINTOWN RD, baltimore"
"914","1361892","7/25/2024","WATER MAIN BREAK","3543 6TH ST","3543 6TH ST, baltimore"
"915","1361999","7/26/2024","WATER MAIN BREAK","1330 KENHILL AVE","1330 KENHILL AVE, baltimore"
"916","1362027","7/26/2024","WATER MAIN BREAK","LENNOX SAINT AND BOLTON ST","LENNOX SAINT AND BOLTON ST, baltimore"
"917","1362033","7/26/2024","WATER JOINT LEAK","9101 ORBITAN RD","9101 ORBITAN RD, baltimore"
"918","1362072","7/26/2024","WATER JOINT LEAK","3418 PARK HEIGHTS AVE","3418 PARK HEIGHTS AVE, baltimore"
"919","1362080","7/26/2024","WATER MAIN BREAK","3203 WOODLAND AVE","3203 WOODLAND AVE, baltimore"
"920","1362122","7/27/2024","WATER MAIN BREAK","6200 RIDGEVIEW AVE","6200 RIDGEVIEW AVE, baltimore"
"921","1362141","7/27/2024","WATER MAIN BREAK","1211 RIDERVALE RD","1211 RIDERVALE RD, baltimore"
"922","1362159","7/27/2024","WATER MAIN BREAK","2000 BLK LLEWELYN AVE","2000 BLK LLEWELYN AVE, baltimore"
"923","1362302","7/29/2024","WATER MAIN BREAK","1749 MONTPELIER ST","1749 MONTPELIER ST, baltimore"
"924","1362430","7/29/2024","WATER JOINT LEAK","2 SOUTH DECKER AVE","2 SOUTH DECKER AVE, baltimore"
"925","1362476","7/29/2024","WATER MAIN BREAK","2600 RAYNER AVE","2600 RAYNER AVE, baltimore"
"926","1362479","7/29/2024","WATER MAIN BREAK","647 WEST SARATOGA ST","647 WEST SARATOGA ST, baltimore"
"927","1362497","7/29/2024","WATER MAIN BREAK","1210 RIDERVALE RD","1210 RIDERVALE RD, baltimore"
"928","1362545","7/30/2024","WATER MAIN BREAK","7677 CANTON CENTER DR","7677 CANTON CENTER DR, baltimore"
"929","1362669","7/30/2024","WATER MAIN BREAK","614 KINGSTON RD","614 KINGSTON RD, baltimore"
"930","1362674","7/30/2024","WATER JOINT LEAK","1210 RIDERVALE RD","1210 RIDERVALE RD, baltimore"
"931","1362702","7/30/2024","WATER MAIN BREAK","4315 CRESTHEIGHTS RD","4315 CRESTHEIGHTS RD, baltimore"
"932","1362719","7/30/2024","WATER MAIN BREAK","110 WOODHOLME AVE","110 WOODHOLME AVE, baltimore"
"933","1362784","7/31/2024","WATER MAIN BREAK","6200 LOCH RAVEN BLVD","6200 LOCH RAVEN BLVD, baltimore"
"934","1362785","7/31/2024","WATER MAIN BREAK","2100 PITNEY RD","2100 PITNEY RD, baltimore"
"935","1362923","7/31/2024","WATER JOINT LEAK","2600 RAYNER AVE","2600 RAYNER AVE, baltimore"
"936","1363012","7/31/2024","WATER JOINT LEAK","3239 POWHATAN AVE","3239 POWHATAN AVE, baltimore"
"937","1363162","8/1/2024","WATER MAIN BREAK","NORTH ELLAMONT SAINT AND SOUTH ELLAMONT ST AND WEST BALTIMORE ST","NORTH ELLAMONT SAINT AND SOUTH ELLAMONT ST AND WEST BALTIMORE ST, baltimore"
"938","1363212","8/1/2024","WATER JOINT LEAK","202 STONEWALL RD","202 STONEWALL RD, baltimore"
"939","1363220","8/1/2024","WATER MAIN BREAK","6100 HOLABIRD AVE","6100 HOLABIRD AVE, baltimore"
"940","1363359","8/2/2024","WATER MAIN BREAK","3412 ENGLEMEADE RD","3412 ENGLEMEADE RD, baltimore"
"941","1363441","8/2/2024","WATER MAIN BREAK","2216 GORDON RD","2216 GORDON RD, baltimore"
"942","1363459","8/2/2024","WATER MAIN BREAK","2600 RAYNER AVE","2600 RAYNER AVE, baltimore"
"943","1363526","8/2/2024","WATER MAIN BREAK","1000 NORTH PAYSON ST","1000 NORTH PAYSON ST, baltimore"
"944","1363540","8/2/2024","WATER JOINT LEAK","1000 NORTH PAYSON ST","1000 NORTH PAYSON ST, baltimore"
"945","1363560","8/3/2024","WATER MAIN BREAK","826 JAMIESON RD","826 JAMIESON RD, baltimore"
"946","1363611","8/4/2024","WATER MAIN BREAK","1915 GRIFFIS AVE","1915 GRIFFIS AVE, baltimore"
"947","1363625","8/4/2024","WATER MAIN BREAK","106 EAST CHERRY HILL RD","106 EAST CHERRY HILL RD, baltimore"
